step temp pe etotal press vol
# Fix print output for fix thermofile
3150 376.86887481454920135 -1872.1766357421875 -1853.5191257122580737 839253.70681672252249 1196.3004466733455047
3200 383.24501366167606875 -1871.7410888671875 -1852.7679176552328499 838737.84319825738203 1196.3004466733455047
3250 377.61517531453478114 -1871.6627197265625 -1852.9682628697808013 839246.64078484580386 1196.3004466733455047
3300 376.90195180662459506 -1871.2186279296875 -1852.5594803691667494 833605.77937198989093 1196.3004466733455047
3350 395.08651222844321182 -1872.01708984375 -1852.4576858780621933 834079.7957237084629 1196.3004466733455047
3400 388.08411596328716087 -1871.4874267578125 -1852.2746878718953667 838141.64176304906141 1196.3004466733455047
3450 391.48333959160578388 -1872.2928466796875 -1852.9118236685012562 830712.9631911739707 1196.3004466733455047
3500 387.21716537877222208 -1871.51611328125 -1852.3462942019473303 842586.89275893650483 1196.3004466733455047
3550 389.84475671192427626 -1871.462158203125 -1852.1622559173570153 836540.0845975879347 1196.3004466733455047
3600 398.47968921345608351 -1871.7926025390625 -1852.0652137970719195 841906.01353658072185 1196.3004466733455047
3650 381.76458175881879242 -1870.88818359375 -1851.9883035844443384 832676.58908354118466 1196.3004466733455047
3700 377.18067540552311812 -1870.7349853515625 -1852.0620391234160707 831257.60918931325432 1196.3004466733455047
3750 386.71803278999942677 -1870.8734130859375 -1851.7283043817908492 834373.61718958476558 1196.3004466733455047
3800 387.60005294845467461 -1870.713134765625 -1851.5243602109592302 834613.25589753699023 1196.3004466733455047
3850 395.32105500635759654 -1871.8438720703125 -1852.2728566808011692 829036.05267537489999 1196.3004466733455047
3900 376.74030811447318001 -1871.490966796875 -1852.8398216717082505 835517.03175966988783 1196.3004466733455047
3950 377.85522132415883334 -1872.32763671875 -1853.621295991658144 838201.65047115436755 1196.3004466733455047
4000 389.93999476124906778 -1872.1597900390625 -1852.8551728378974985 835899.80587545537855 1196.3004466733455047
4050 381.35086424951776962 -1870.652099609375 -1851.77270136201696 835175.79316469363403 1196.3004466733455047
4100 396.04525296927454292 -1870.5623779296875 -1850.9555099355707171 842558.31594708457123 1196.3004466733455047
4150 412.44457993265501727 -1871.2928466796875 -1850.8741031825754817 832518.01105277787428 1196.3004466733455047
4200 407.58594201598077689 -1870.8541259765625 -1850.6759172959878015 842878.1130992511753 1196.3004466733455047
4250 384.30472461285739882 -1867.724853515625 -1848.6992195798377452 843014.55377182771917 1196.3004466733455047
4300 438.7433825791089248 -1869.427490234375 -1847.7067814996380548 837245.98882741690613 1196.3004466733455047
4350 442.37413787776466734 -1869.449462890625 -1847.549007676600695 847321.45596008305438 1196.3004466733455047
4400 457.46639553188401806 -1869.586669921875 -1846.939047808767782 839235.53244282410014 1196.3004466733455047
4450 440.06367656431575597 -1869.438720703125 -1847.6526486552631923 857360.73713038687129 1196.3004466733455047
4500 412.47270118467298516 -1868.8629150390625 -1848.4427793533759541 855051.49953547294717 1196.3004466733455047
4550 404.43910418301987875 -1869.19580078125 -1849.1733814543592871 843233.91536090546288 1196.3004466733455047
4600 433.9995806897288162 -1870.533935546875 -1849.0480764833257581 839791.77526609320194 1196.3004466733455047
4650 422.96716329056368977 -1869.125732421875 -1848.1860512255761932 841751.55753905139863 1196.3004466733455047
4700 454.21739764762008917 -1868.8076171875 -1846.3208420285031934 858726.89674910728354 1196.3004466733455047
4750 437.27766285320916495 -1869.86328125 -1848.2151353675294558 838491.56730824941769 1196.3004466733455047
4800 441.93668739061314454 -1870.6033935546875 -1848.7245950424951388 845504.0752191048814 1196.3004466733455047
4850 441.94872333271609932 -1870.2542724609375 -1848.374878089746062 831834.46606120199431 1196.3004466733455047
4900 429.25385554115740661 -1869.0721435546875 -1847.8212293764179321 843654.08267522894312 1196.3004466733455047
4950 432.63533153999372871 -1868.462890625 -1847.0445709468856421 842622.25658913794905 1196.3004466733455047
5000 417.11291963197055566 -1869.05859375 -1848.4087364608403732 853618.75096289615612 1196.3004466733455047
5050 443.21444135173356926 -1870.2340087890625 -1848.2919529772136684 847651.1569967137184 1196.3004466733455047
5100 437.67014212074445823 -1869.169677734375 -1847.5021015238517066 839267.29926412692294 1196.3004466733455047
5150 439.15511216875717082 -1869.5794677734375 -1847.8383756919668031 848930.59230626735371 1196.3004466733455047
5200 448.32718708890985226 -1869.355712890625 -1847.1605422389825435 840496.52791251707822 1196.3004466733455047
5250 448.88031434923505003 -1870.05126953125 -1847.8287154099261897 841101.48824000020977 1196.3004466733455047
5300 436.69535752131162099 -1869.26953125 -1847.6502133453659553 848762.16656969708856 1196.3004466733455047
5350 402.58629959804000009 -1868.608154296875 -1848.6774610912905246 848466.01594095525797 1196.3004466733455047
5400 444.56031934670187411 -1870.0947265625 -1848.086040859279592 838335.63366310589481 1196.3004466733455047
5450 425.70484749483159703 -1869.2958984375 -1848.2206837070905294 859533.48106883652508 1196.3004466733455047
5500 450.06079365713014795 -1869.476318359375 -1847.1953226791986253 837543.76419180200901 1196.3004466733455047
5550 445.66409526581145428 -1868.2816162109375 -1846.218286275577384 844280.43071087659337 1196.3004466733455047
5600 451.90256420825949135 -1867.8646240234375 -1845.4924484798473259 851890.6763077910291 1196.3004466733455047
5650 478.41385501798498581 -1868.5262451171875 -1844.8415847619178294 838050.03309011121746 1196.3004466733455047
5700 482.3850125082269642 -1868.205078125 -1844.3238191232087502 851225.68801968649495 1196.3004466733455047
5750 455.68912925713397044 -1868.150390625 -1845.5907549856055994 837530.56200661079492 1196.3004466733455047
5800 461.49273870324941527 -1868.8580322265625 -1846.0110794095317033 841637.81162316107657 1196.3004466733455047
5850 432.5508146279383368 -1867.524658203125 -1846.1105226729723654 849463.18252470332664 1196.3004466733455047
5900 451.18784292463311658 -1867.689697265625 -1845.3529051681323381 846842.27587757597212 1196.3004466733455047
5950 465.55028919714857238 -1867.9742431640625 -1844.9264146735654322 850663.68224958190694 1196.3004466733455047
6000 485.36827265899034956 -1867.736328125 -1843.70737795021887 851464.310438791872 1196.3004466733455047
6050 464.7703903991862262 -1869.3837890625 -1846.374570737547856 846823.58570257085375 1196.3004466733455047
6100 460.49369982943994728 -1868.46728515625 -1845.669791392630259 838577.28379005391616 1196.3004466733455047
6150 460.61669488607526546 -1867.154052734375 -1844.3504698993137936 857923.99472468753811 1196.3004466733455047
6200 465.33750094122018481 -1866.78125 -1843.7439559401352653 852395.61877646681387 1196.3004466733455047
6250 447.56311671292024812 -1866.1817626953125 -1844.0244185972971991 851851.69592044327874 1196.3004466733455047
6300 455.13311346791476808 -1867.9583740234375 -1845.4262648550716222 847270.47662701597437 1196.3004466733455047
6350 472.25681716961412349 -1866.9708251953125 -1843.5909790687771874 850554.3525612030644 1196.3004466733455047
6400 476.95717021636119171 -1868.0888671875 -1844.4763223957936589 844204.37362063908949 1196.3004466733455047
6450 452.78338021535029156 -1866.6019287109375 -1844.1861469303107697 837517.29776688711718 1196.3004466733455047
6500 448.59776379626430298 -1866.9761962890625 -1844.7676302949848832 850259.35578169603832 1196.3004466733455047
6550 472.13814510856434481 -1868.2232666015625 -1844.8492955295018874 851237.68213448219467 1196.3004466733455047
6600 473.4257449856810922 -1867.752197265625 -1844.3144814557331301 841688.71353276469745 1196.3004466733455047
6650 487.36962381551893486 -1867.71484375 -1843.5868134129350437 851432.44864915835205 1196.3004466733455047
6700 482.51695418892978751 -1866.0760498046875 -1842.1882588141977521 838233.03327421098948 1196.3004466733455047
6750 483.36740087674684219 -1866.0733642578125 -1842.1434705131071041 863207.71970405674074 1196.3004466733455047
6800 489.63137391161427558 -1865.671630859375 -1841.4316288846314364 849857.75537748122588 1196.3004466733455047
6850 476.57644311292995098 -1865.1473388671875 -1841.5536425934290037 864681.77566603780724 1196.3004466733455047
6900 507.93387485759137689 -1867.155517578125 -1842.0094203596700027 844943.36902523203753 1196.3004466733455047
6950 502.42635400329584172 -1867.6455078125 -1842.7720694216800439 846895.7037521507591 1196.3004466733455047
7000 456.264449243017566 -1865.59423828125 -1843.0061204849985188 848475.75667230680119 1196.3004466733455047
7050 509.7457314927997345 -1865.4447021484375 -1840.2089060039015749 850602.9288421892561 1196.3004466733455047
7100 491.77054720252647257 -1866.8009033203125 -1842.4549980731094365 845030.0249543559039 1196.3004466733455047
7150 527.18488847402534248 -1866.82666015625 -1840.7275100230067437 849173.8005545794731 1196.3004466733455047
7200 485.85047761237234454 -1865.391845703125 -1841.339023183463496 850541.65762534097303 1196.3004466733455047
7250 482.18652572855694416 -1865.339599609375 -1841.4681670202435271 862499.26320339378435 1196.3004466733455047
7300 513.79057861531543949 -1866.7030029296875 -1841.2669600128622278 850233.66027059266344 1196.3004466733455047
7350 499.7761984177536192 -1866.4111328125 -1841.6688947083644052 845776.33877913979813 1196.3004466733455047
7400 497.52510716725066686 -1865.7725830078125 -1841.141788857771644 859209.56728965858929 1196.3004466733455047
7450 494.6020639901869913 -1865.854248046875 -1841.3681639300541519 852060.44426042924169 1196.3004466733455047
7500 506.73735086074617584 -1865.80810546875 -1840.7212441277156358 857924.4707432462601 1196.3004466733455047
7550 516.62380305195040364 -1864.389892578125 -1838.8135862517265195 873101.87326789693907 1196.3004466733455047
7600 524.93418172277040412 -1864.913330078125 -1838.9256048637123513 862075.390101948753 1196.3004466733455047
7650 519.83161351843398279 -1865.474853515625 -1839.7397392855968974 846357.87331181298941 1196.3004466733455047
7700 520.45647163817318415 -1865.1058349609375 -1839.3397861077144171 856659.43409181886818 1196.3004466733455047
7750 527.76974537850071556 -1864.601806640625 -1838.4737022097717727 856559.51255780749489 1196.3004466733455047
7800 505.1915656892347215 -1865.615966796875 -1840.6056320789421079 848692.95317461609375 1196.3004466733455047
7850 499.09383489711507309 -1865.7269287109375 -1841.0184721289206209 859368.93444858316798 1196.3004466733455047
7900 505.76467612654545292 -1865.689697265625 -1840.6509897781506879 866043.75244241184555 1196.3004466733455047
7950 461.02671211523096417 -1864.2996826171875 -1841.4758012085994778 862417.29802100686356 1196.3004466733455047
8000 495.20443928732350969 -1866.031005859375 -1841.515100168263416 845185.16142597526778 1196.3004466733455047
8050 492.92988620990712434 -1864.9111328125 -1840.5078325915972073 852919.81678048416506 1196.3004466733455047
8100 517.11296694588338596 -1865.613525390625 -1840.0130022056125654 852390.0845619875472 1196.3004466733455047
8150 501.60753045220076274 -1864.1048583984375 -1839.2719572067289846 866728.73466914810706 1196.3004466733455047
8200 565.11625253065733432 -1865.2081298828125 -1837.2311255338722731 860988.63700338592753 1196.3004466733455047
8250 538.23940437103635759 -1863.257080078125 -1836.6106580553525873 863860.93279833102133 1196.3004466733455047
8300 545.85709023003630591 -1864.0462646484375 -1837.0227166282234066 857933.93518669554032 1196.3004466733455047
8350 540.22563756021145309 -1863.711181640625 -1836.96642789526868 857894.87485504511278 1196.3004466733455047
8400 575.12840985714524322 -1865.0845947265625 -1836.6119221539406681 851323.43729161156807 1196.3004466733455047
8450 533.97221617831576168 -1863.49755859375 -1837.062390701593813 860579.59823230362963 1196.3004466733455047
8500 526.49574536379043366 -1864.57568359375 -1838.5106506172967329 856826.27443869656418 1196.3004466733455047
8550 494.14759084948764212 -1863.2027587890625 -1838.7391741083786201 863834.11528852058109 1196.3004466733455047
8600 511.44814661285568036 -1864.17626953125 -1838.856192541836208 847737.01425554894377 1196.3004466733455047
8650 512.67258243343064805 -1865.0213623046875 -1839.6406676173683081 855470.8025022065267 1196.3004466733455047
8700 528.26465888724135311 -1865.356689453125 -1839.2040835195732598 863989.53169879969209 1196.3004466733455047
8750 561.72238544954370809 -1865.8016357421875 -1837.9926503338861039 854353.84625709452666 1196.3004466733455047
8800 502.48140175361635329 -1864.9815673828125 -1840.1054037630804032 868431.29321156139486 1196.3004466733455047
8850 524.818690409823148 -1865.22802734375 -1839.2460197156749473 846378.61429378320463 1196.3004466733455047
8900 567.87292634879520392 -1865.583251953125 -1837.4697739581813494 859846.3060685856035 1196.3004466733455047
8950 557.33032811205328017 -1865.263427734375 -1837.6718783079295463 851452.46458922803868 1196.3004466733455047
9000 500.78937110820237422 -1863.255615234375 -1838.4632183591193098 865816.77670607645996 1196.3004466733455047
9050 523.39217901823963075 -1864.11328125 -1838.2018954014745304 859257.07160994689912 1196.3004466733455047
9100 552.23493207121384785 -1864.6365966796875 -1837.2973031679423457 863193.28421934717335 1196.3004466733455047
9150 532.62795074118287175 -1863.787841796875 -1837.4192239637773127 868531.58468219055794 1196.3004466733455047
9200 562.81359796436163379 -1865.0028076171875 -1837.1397999486239314 870982.81418365822174 1196.3004466733455047
9250 543.52547707703274682 -1864.1513671875 -1837.2432494898603181 870398.2205672840355 1196.3004466733455047
9300 551.21962010261859177 -1865.8226318359375 -1838.5336030037760793 862827.91862005682196 1196.3004466733455047
9350 519.64567005134813371 -1864.5887451171875 -1838.8628363226146121 865512.97419634938706 1196.3004466733455047
9400 495.44940565821843848 -1862.1737060546875 -1837.6456729027336223 858694.60671254713088 1196.3004466733455047
9450 515.68804271838223485 -1862.118896484375 -1836.5889165037585826 865496.10258343617897 1196.3004466733455047
9500 546.54608540982496834 -1864.0731201171875 -1837.0154622637223838 854082.25536587683018 1196.3004466733455047
9550 543.79688340846712435 -1863.76904296875 -1836.8474888567782273 856405.93829414190259 1196.3004466733455047
9600 555.60178724001696082 -1864.4390869140625 -1836.9331117305764565 863665.91702131228521 1196.3004466733455047
9650 532.72104403599792022 -1864.01708984375 -1837.643863274835212 864551.60411623725668 1196.3004466733455047
9700 582.2639227120993155 -1864.7161865234375 -1835.890258716550079 865121.35538701608311 1196.3004466733455047
9750 563.83711443521963247 -1864.6612548828125 -1836.7475763573620497 871280.83205232338514 1196.3004466733455047
9800 533.22270949977303189 -1864.1624755859375 -1837.764413247747143 856255.29212746291887 1196.3004466733455047
9850 540.55961519479080835 -1864.31640625 -1837.5551183956115437 861342.45856452721637 1196.3004466733455047
9900 547.59727513625841766 -1864.0289306640625 -1836.9192319439325729 859701.48923936672509 1196.3004466733455047
9950 576.23825943033853036 -1864.24267578125 -1835.7150582903093436 863710.68966632895172 1196.3004466733455047
10000 562.92514609337160891 -1863.6500244140625 -1835.78149437293132 862550.34951295820065 1196.3004466733455047
10050 571.41927058233864045 -1862.3927001953125 -1834.1036546289171838 875568.221757155261 1196.3004466733455047
10100 595.17262402567257595 -1863.0245361328125 -1833.5595419547639722 874541.57110661419574 1196.3004466733455047
10150 552.17593837526715106 -1861.1312255859375 -1833.7948526535965357 867318.80308386893012 1196.3004466733455047
10200 587.26671546577495064 -1862.2510986328125 -1833.1774993884118885 872977.85002894781064 1196.3004466733455047
10250 595.09989647267730106 -1861.506591796875 -1832.0451981152859844 875882.31901425682008 1196.3004466733455047
10300 626.62557057136950789 -1860.903076171875 -1829.8809524326868541 873061.53436199820135 1196.3004466733455047
10350 580.62231255044105183 -1860.3671875 -1831.6225302890763942 870296.08896635915153 1196.3004466733455047
10400 603.78235989064557998 -1860.86572265625 -1830.9744894226816996 880421.12147717329208 1196.3004466733455047
10450 608.33525079224693854 -1862.936767578125 -1832.8201360340603969 872385.29783901455812 1196.3004466733455047
10500 558.97925382157632157 -1860.345703125 -1832.6725209344290306 864338.03563452023081 1196.3004466733455047
10550 610.02437959245855836 -1863.52783203125 -1833.327577403301575 878445.12295352877118 1196.3004466733455047
10600 558.9648924581921392 -1860.714599609375 -1833.0421284015867514 875288.11850510712247 1196.3004466733455047
10650 588.75037664210003641 -1861.6864013671875 -1832.5393510496730869 885872.95508760644589 1196.3004466733455047
10700 584.40799447604638317 -1862.9874267578125 -1834.0553531715465851 862703.45931437809486 1196.3004466733455047
10750 608.4151170870925398 -1863.461181640625 -1833.340596185009872 866090.91748827288393 1196.3004466733455047
10800 609.97823462352744173 -1862.4921875 -1832.2942173542103319 872528.84667270176578 1196.3004466733455047
10850 606.76182057680989601 -1861.724853515625 -1831.6861172077758511 882335.25133937248029 1196.3004466733455047
10900 566.86700308247043267 -1860.0604248046875 -1831.9967466862658512 867596.3839606679976 1196.3004466733455047
10950 611.91831446015828533 -1862.4261474609375 -1832.1321304897669506 868977.6961006737547 1196.3004466733455047
11000 574.68188681682602237 -1860.982421875 -1832.5318551557932096 872169.561589760473 1196.3004466733455047
11050 563.7811872229377741 -1860.279541015625 -1832.3686312582894971 878960.28720387571957 1196.3004466733455047
11100 562.56388185236278332 -1860.455078125 -1832.6044330609802273 866391.55686903162859 1196.3004466733455047
11150 610.60396895646783832 -1861.80126953125 -1831.572321383897588 872976.60952159017324 1196.3004466733455047
11200 590.59488561575665244 -1860.684814453125 -1831.4464487021107288 868937.13583046582062 1196.3004466733455047
11250 603.47506373151702519 -1861.1851806640625 -1831.3091606294453868 876762.86673931789119 1196.3004466733455047
11300 610.0796344936644573 -1861.9560546875 -1831.7530645752960936 857867.99476542696357 1196.3004466733455047
11350 613.99810907091853096 -1861.6688232421875 -1831.2718426372343856 872491.49491862929426 1196.3004466733455047
11400 669.23720403776530929 -1861.5556640625 -1828.4239817157399557 880632.34618093888275 1196.3004466733455047
11450 626.58680730038906859 -1859.3463134765625 -1828.326108776502906 873839.37593744497281 1196.3004466733455047
11500 646.87306977231901328 -1861.28515625 -1829.2606469473751076 867314.30320640152786 1196.3004466733455047
11550 591.39068894597187409 -1859.2890625 -1830.011299203559247 882303.95569043280557 1196.3004466733455047
11600 625.09562416566154752 -1860.64306640625 -1829.6966851661572946 867779.39044540410396 1196.3004466733455047
11650 605.33040131474206191 -1859.537353515625 -1829.5694819594807541 870645.11182996199932 1196.3004466733455047
11700 640.90282256823547868 -1860.38232421875 -1828.6533817685115082 870513.19976481818594 1196.3004466733455047
11750 636.42965897606086401 -1860.863037109375 -1829.355545938782825 871738.97531489352696 1196.3004466733455047
11800 628.58992685237376463 -1860.4940185546875 -1829.3746461450348306 873339.75032942276448 1196.3004466733455047
11850 611.12051242874940726 -1859.351318359375 -1829.0967978826024591 872597.23937386402395 1196.3004466733455047
11900 630.24286235546753687 -1860.1142578125 -1828.9130541273327708 866185.92178541480098 1196.3004466733455047
11950 606.92838261746726403 -1859.945556640625 -1829.89857440653509 874303.57889755326323 1196.3004466733455047
12000 635.24162596159453642 -1859.459716796875 -1828.0110411437335642 874984.59797284926753 1196.3004466733455047
12050 632.72391205995302244 -1858.953369140625 -1827.6293370319936002 880342.10205413750373 1196.3004466733455047
12100 628.99086970163830301 -1859.0770263671875 -1827.9378046260258088 866804.85127306147479 1196.3004466733455047
12150 618.82945034331714851 -1858.855224609375 -1828.2190605529040113 885823.69895586743951 1196.3004466733455047
12200 675.4776170740692578 -1861.0152587890625 -1827.5746345885263509 883201.3192904611351 1196.3004466733455047
12250 653.91608937990929462 -1861.615234375 -1829.2420488675963952 881653.46718647854868 1196.3004466733455047
12300 622.87755972851243769 -1860.41650390625 -1829.5799315738404403 873385.20503569010179 1196.3004466733455047
12350 598.6542250465977304 -1857.5328369140625 -1827.895480383192762 886535.79083276388701 1196.3004466733455047
12400 646.22446119006247045 -1860.8414306640625 -1828.8490317901243998 879269.71782121248543 1196.3004466733455047
12450 666.29496671898732529 -1861.9608154296875 -1828.9747933535256834 865585.49084873776883 1196.3004466733455047
12500 624.90674553672204183 -1861.32958984375 -1830.3925593491005657 876589.71318240545224 1196.3004466733455047
12550 587.64778568537553838 -1860.1533203125 -1831.0608555636242727 874468.90044173353817 1196.3004466733455047
12600 630.79288661702901209 -1860.947509765625 -1829.7190762298050686 867352.91827005008236 1196.3004466733455047
12650 592.75385823641681782 -1859.61181640625 -1830.2665671845745692 856119.55582167138346 1196.3004466733455047
12700 597.05724800390817109 -1859.58447265625 -1830.026177085790323 862103.41292206756771 1196.3004466733455047
12750 614.2733728901904442 -1859.4395751953125 -1829.0289672047827025 871312.99475044023711 1196.3004466733455047
12800 646.45264374165162735 -1861.7330322265625 -1829.7293368022073992 872329.69383080047555 1196.3004466733455047
12850 630.4931725523103978 -1860.707763671875 -1829.4941679710218523 884131.1921596621396 1196.3004466733455047
12900 632.65186032995381993 -1859.814697265625 -1828.4942321957303193 883419.5899361014599 1196.3004466733455047
12950 624.67351423880620587 -1860.2100830078125 -1829.2845990100242943 881087.14451622683555 1196.3004466733455047
13000 640.76913480555651859 -1859.697509765625 -1827.9751857467290392 880919.04983952909242 1196.3004466733455047
13050 625.19366445496461893 -1859.1083984375 -1828.1571635525369857 879992.81947253912222 1196.3004466733455047
13100 652.27801007375478548 -1859.4716796875 -1827.1795899752835339 889507.37208512017969 1196.3004466733455047
13150 649.39181509122909119 -1859.20458984375 -1827.0553859346164245 875229.0340993409045 1196.3004466733455047
13200 659.73837225335353196 -1857.7391357421875 -1825.0777085985864687 878948.24248562694993 1196.3004466733455047
13250 648.68700845480645967 -1857.9779052734375 -1825.8635939695759589 882616.89497918041889 1196.3004466733455047
13300 667.74299513112430304 -1859.4132080078125 -1826.3554989168067095 881506.20646365929861 1196.3004466733455047
13350 650.15909761153886848 -1857.2109375 -1825.0237480147809492 879980.27902783430181 1196.3004466733455047
13400 674.48744369595078751 -1860.276611328125 -1826.8850072801358237 878006.38520298828371 1196.3004466733455047
13450 666.75665235597080027 -1858.2122802734375 -1825.2034016947136479 882212.27243694581557 1196.3004466733455047
13500 662.90262113597475491 -1858.696533203125 -1825.8784547433501757 871319.28874654474203 1196.3004466733455047
13550 660.57591629974660918 -1857.9630126953125 -1825.2601215638621852 881695.64091771806125 1196.3004466733455047
13600 632.90857800635251351 -1855.9873046875 -1824.654130389164493 874720.57519337662961 1196.3004466733455047
